id_projet;prj_etat;prj_date;prj_dateupdate;prj_debut;prj_fin;prj_typeref;prj_type;prj_reference;prj_devise;prj_change;prj_deviseagence;prj_changeagence;prj_adr;prj_cp;prj_ville;prj_pays;prj_lotstab;prj_commentaires;prj_turnover_excludingtax;prj_margin_excludingtax;prj_profitability;id_profil_x;id_ao;id_crmcontact;id_crmsociete;id_societe_x;id_pole_x;id_profilcdp;csoc_societe;csoc_intervention;csoc_type;csoc_metiers;csoc_web;csoc_tel;csoc_ville;csoc_pays;csoc_date;id_profil_y;id_societe_y;id_pole_y;id_action_previous;id_action_next;id_provenance;csoc_cp;id_bondecommande;bdc_date;bdc_refclient;bdc_ref;bdc_accordclient;bdc_turnoverinvoicedexcludtax;bdc_turnoverorderedexcludtax;bdc_deltainvoicedexcludtax;bdc_etat;id_respuser;bdc_typreglement;bdc_condreglement;bdc_typepayment;id_profil;profil_trigramme;id_achat;achat_datecrea;achat_dateupdate;achat_date;achat_etat;achat_montantht;achat_quantité;achat_titre;achat_ref;achat_type;achat_commentaire
296;1;2018-06-29T11:44:28+0200;2023-09-15T10:02:17+0200;2018-06-29;2023-12-31;6;2;BR17120393;0.0;1.0;0.0;1.0;2 place Saint-Jacques;25030;BESANCON Cedex;France;;;60111.52;18791.34;45.47739143440322;60;507.0;350;217;1;;60;CHU BESANCON;Servies hospitaliers;1;Credit Agricole;;03812154;BESANCON Cedex;France;2017-12-04T09:06:54+0100;60;1;;;;-1;25030;3333.0;2023-02-22;I4 1383779;BM1000000003333;1.0;18666.92;18666.92;0.0;1.0;1458.0;schedule;41.0;0.0;60;ACA;1481.0;2023-02-22T10:05:17+0100;2023-02-22T10:05:17+0100;2023-01-01;1.0;12986.02;1.0;Maintenance SAP BO 2023 - Unitaire;ACH23011481;0.0;
304;1;2018-07-31T15:51:49+0200;2023-09-15T10:01:18+0200;2019-01-01;2019-12-31;6;2;SE18040448;0.0;1.0;0.0;1.0;24 Route de Weiler;67166;WISSEMBOURG;France;;;31762.96;11045.48;53.31478538895657;255;515.0;389;236;1;;255;CH WISSEMBOURG;Servies hospitaliers;1;caisse d'Epargne;www.ch-wissembourg.fr/;03 88 54 11 11;WISSEMBOURG;France;2018-04-03T11:36:20+0200;255;1;;;;-1;67166;3179.0;2023-01-06;E11 113444;BM1000000003179;1.0;5874.96;5874.96;0.0;1.0;52.0;schedule;91.0;0.0;255;Bd';1391.0;2023-01-12T17:42:59+0100;2023-01-12T17:42:59+0100;2022-12-12;1.0;0.0;1.0;Maintenance SAP BusinessObjects 2023 - Unitaire;ACH22121391;0.0;
306;1;2018-07-31T16:12:34+0200;2023-01-09T17:49:43+0100;2018-12-31;2023-12-31;6;2;SE17120404;0.0;1.0;0.0;1.0;7 RUE JOSEPH LE BRIX;56000;VANNES;France;;;15465.3;1244.0999999999983;8.748206902371097;71;517.0;358;222;1;;71;MAIRIE DE VANNES;Secteur public;1;crédit agricole;;;VANNES;France;2017-12-19T11:57:57+0100;71;1;;;;-1;56000;3139.0;2023-01-09;258856;BM1000000003139;1.0;3145.3;3145.3;0.0;1.0;52.0;schedule;1.0;0.0;71;GLE;1321.0;2022-12-20T14:58:55+0100;2022-12-20T14:58:55+0100;2023-01-01;1.0;2844.24;1.0;Maintenance SAP BusinessObjects 2023 - Unitaire;ACH23011321;0.0;
335;1;2018-10-30T16:23:23+0100;2023-09-15T10:40:14+0200;2018-10-30;2023-12-31;6;2;SE18080531;0.0;1.0;0.0;1.0;;;;France;;;29072.75;5735.16;24.57477400194279;255;559.0;437;271;1;;255;L'AUXILIAIRE;Assurance;1;caisse d'Epargne Languedoc;;;LYON CEDEX 06;France;2018-09-20T14:58:10+0200;255;1;;;;-1;69413;3124.0;2023-01-09;SE18080531 MA05;BM1000000003124;1.0;5912.75;5912.75;0.0;0.0;52.0;schedule;1.0;0.0;255;Bd';1353.0;2023-01-09T16:06:17+0100;2023-01-09T16:06:17+0100;2022-12-12;1.0;4725.59;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121353;0.0;
341;1;2018-11-14T11:42:09+0100;2023-04-18T14:39:25+0200;2019-01-01;2023-12-31;6;2;SE18110568;0.0;1.0;0.0;1.0;ZI Les Valignons BP 12 MARNAZ;74314;CLUSES CEDEX;France;;RESILIATION AU 31-12-2023;110572.95;38592.06;53.61431346569902;17;568.0;458;282;1;;17;BONTAZ CENTRE;Industrie;1;"Ex ASI
Caisse d'Epargne";;0450893800;CLUSES CEDEX;France;2018-11-14T11:38:50+0100;52;1;;;;10;74314;3304.0;2023-02-16;SE18110568 MA;BM1000000003304;1.0;25286.95;25286.95;0.0;1.0;52.0;schedule;4.0;0.0;17;ARE;1468.0;2023-02-16T10:57:40+0100;2023-02-16T10:57:40+0100;2023-02-16;1.0;16382.49;1.0;Maintenance SAP BO 2023;ACH23021468;0.0;
342;1;2018-11-14T12:13:29+0100;2023-09-15T10:37:01+0200;2019-06-01;2023-12-31;6;2;SE18110569;0.0;1.0;0.0;1.0;TECHNOPOLE ATALANTE CHAMPEAUX  91 RUE DE SAINT BRIEUC CS 64347;35043;RENNES CEDEX;France;;;19851.69748;8434.617479999999;73.87718646098651;71;569.0;459;283;1;;71;GREF DE BRETAGNE;Formation;1;"Ex ASI
banque CAISSE D'Epargne Languedoc";http://www.gref-bretagne.com;02 99 54 79 00;RENNES CEDEX;France;2018-11-14T12:11:17+0100;71;1;;;;10;35043;3111.0;2023-01-09;SE18110569 MA05;BM1000000003111;1.0;4003.1;4003.1;0.0;1.0;52.0;schedule;1.0;0.0;71;GLE;1309.0;2022-12-12T17:01:56+0100;2022-12-12T17:01:56+0100;2023-01-01;1.0;2292.17;1.0;Maintenance SAP BO 2023 - Unitaire;ACH23011309;0.0;
343;1;2018-11-14T14:22:27+0100;2023-09-15T09:52:20+0200;2019-01-01;2023-12-31;6;2;SE18110570;0.0;1.0;0.0;1.0;519 AVENUE DE PARME;01006;BOURG EN BRESSE;France;;;139048.0;33945.19;32.29712887790536;60;570.0;460;284;1;;60;BERNARD SERVICES;Automobile;1;"Ex ASI

caisse d'epargne";;;BOURG EN BRESSE;France;2018-11-14T14:19:35+0100;60;1;;;;10;01006;3254.0;2023-02-02;SE18110570 MA06;BM1000000003254;1.0;30000.0;30000.0;0.0;1.0;52.0;schedule;1.0;0.0;60;ACA;1444.0;2023-02-02T11:06:09+0100;2023-02-02T11:06:09+0100;2023-01-31;1.0;24522.45;1.0;Maintenance BO 2023 (remisé);ACH23011444;0.0;
344;1;2018-11-14T15:22:41+0100;2023-09-15T10:04:38+0200;2019-01-01;2023-12-31;6;2;BR18110571;0.0;1.0;0.0;1.0;Chemin du Château d'eau - Parc d'Affaires de Dardilly - BP 70;69543;CHAMPAGNE AU MONT D'OR CEDEX;France;;;33441.19;13838.820000000003;70.59768793263265;368;571.0;461;285;1;;368;DELTA SECURITY SOLUTIONS HOLDING;Surveillance;1;Ex ASI;;04 72 52 72 52;CHAMPAGNE AU MONT D'OR CEDEX;France;2018-11-14T15:21:01+0100;368;1;;;;10;69543;3025.0;2022-12-06;SE18110571 MA06;BM1000000003025;1.0;6801.19;6801.19;0.0;1.0;52.0;schedule;61.0;0.0;368;ATA;1292.0;2022-12-06T15:25:17+0100;2022-12-06T15:25:17+0100;2022-12-12;1.0;3969.25;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121292;0.0;
345;1;2018-11-14T16:14:33+0100;2023-01-09T11:28:01+0100;2019-01-01;2023-12-31;6;2;SE18110572;0.0;1.0;0.0;1.0;PARC TERTIAIRE DE LAROISEAU, 10 rue Anita Conti;56000;VANNES;France;;;63919.88;24018.17;60.19333507260716;71;572.0;462;286;1;;71;UMG MUTUALIA;Assurance;1;Ex ASI;www.mutualia.fr;;VANNES;France;2018-11-14T16:06:08+0100;71;1;;;;10;56000;3093.0;2023-01-09;SE18110572 MA05;BM1000000003093;1.0;12999.88;12999.88;0.0;1.0;52.0;schedule;1.0;0.0;71;GLE;1302.0;2022-12-09T12:26:05+0100;2022-12-09T12:26:05+0100;2023-01-01;1.0;8079.63;1.0;Maintenance SAP BO 2023 - Unitaire;ACH23011302;0.0;
348;1;2018-11-16T16:33:26+0100;2023-01-23T12:49:15+0100;2019-01-01;2023-12-31;6;2;BR18110575;0.0;1.0;0.0;1.0;Port du Bloscon - BP 72;29688;ROSCOFF Cedex;France;;;64901.46;9458.75;17.06040343266049;71;575.0;469;289;1;;71;SA BRETAGNE ANGLETERRE IRLANDE (BRITTANY FERRIES - BAI SA);Transport;1;"Ex ASI
Crédit Agricole

(B.A.I. Bretagne Angleterre Irlande)";;02 98 29 28 00;ROSCOFF Cedex;France;2018-11-16T16:31:23+0100;71;1;;;;10;29688;3087.0;2022-12-31;BCTZN5610;BM1000000003087;1.0;13831.13;13831.13;0.0;0.0;52.0;schedule;4.0;0.0;71;GLE;1294.0;2022-12-07T10:02:46+0100;2023-01-23T12:49:15+0100;2023-01-01;1.0;11674.32;1.0;Maintenance SAP BusinessObjects 2023;ACH23011294;0.0;
349;1;2018-11-16T17:33:47+0100;2023-01-19T17:49:40+0100;2019-01-01;2023-12-31;6;2;SE18110576;0.0;1.0;0.0;1.0;ZA Les Alleux - Taden 1, bd du Petit Paris - BP 27460;22107;DINAN Cedex;France;;;87168.03;23701.23;37.34429654559548;71;576.0;1545;290;1;;71;CORDON ELECTRONICS;Télécommunications;1;Ex ASI;https://www.cordongroup.com/fr/;02 96 85 55 ..;Taden;France;2018-11-16T17:32:21+0100;71;1;;;;10;22100;3212.0;2023-01-19;1000053482;BM1000000003212;1.0;17728.03;17728.03;0.0;1.0;52.0;schedule;2.0;0.0;71;GLE;1393.0;2023-01-17T12:06:46+0100;2023-01-17T12:06:46+0100;2023-01-01;1.0;12851.28;1.0;Maintenance SAP BO 2023 - Unitaire;ACH23011393;0.0;
350;1;2018-11-16T18:25:13+0100;2023-01-04T12:29:59+0100;2019-01-01;2023-12-31;6;2;SE18110577;0.0;1.0;0.0;1.0;245 rue du stade - BP 98732 - Chauray;79027;NIORT Cedex;France;;;158583.95;72775.97000000002;84.81258969154153;71;577.0;472;291;1;;71;DARVA;Autres;1;"Ex ASI

Crédit agricole";;05 49 77 14 14;NIORT Cedex;France;2018-11-16T18:21:44+0100;71;1;;;;10;79027;3069.0;2022-12-21;C221322;BM1000000003069;1.0;19987.95;19987.95;0.0;0.0;52.0;schedule;1.0;0.0;71;GLE;1322.0;2022-12-22T16:18:18+0100;2022-12-22T16:18:18+0100;2023-01-01;1.0;7691.2;1.0;Maintenance SAP Data Integrator 2023 - Unitaire;ACH23011322;0.0;
351;1;2018-11-19T17:19:03+0100;2023-09-15T10:42:02+0200;2019-01-01;2023-12-31;6;2;SE18110578;0.0;1.0;0.0;1.0;Z.A de Troyalac’h BP 20022;29563;QUIMPER Cedex 9;France;;;54580.44;24386.33;80.76518897228631;71;578.0;473;292;1;;71;SAS S.C.O. - Monique Ranou;Agroalimentaire;1;"Ex ASI
Caisse d'epargne Languedoc roussillon";www.ranou.fr;0298528383;QUIMPER Cedex 9;France;2018-11-19T15:31:52+0100;71;1;;;;10;29563;3168.0;2023-01-12;4500009377;BM1000000003168;1.0;11100.44;11100.44;0.0;1.0;52.0;schedule;1.0;0.0;71;GLE;1329.0;2022-12-29T07:14:23+0100;2022-12-29T07:14:23+0100;2023-01-01;1.0;6113.95;1.0;Maintenance SAP BusinessObjects 2023 - Unitaire;ACH23011329;0.0;
353;1;2018-11-20T10:18:46+0100;2020-08-26T19:05:36+0200;2019-09-01;2021-08-31;6;2;SE18110580;0.0;1.0;0.0;1.0;GROUPE SERAP - ROUTE DE FOUGERES;53120;GORRON;France;;;6460.0;2735.72;73.45634592458138;71;580.0;475;294;1;;71;SERAP Industries;Industrie;1;Ex ASI;www.groupeserap.fr;02 43 08 49 49;GORRON;France;2018-11-19T16:03:43+0100;71;1;;;;10;53120;867.0;2020-07-09;SE18110580MA02;BM1000000000867;1.0;3230.0;3230.0;0.0;1.0;71.0;schedule;1.0;0.0;71;GLE;541.0;2020-08-31T00:00:00+0200;2020-08-31T00:00:00+0200;2020-08-31;1.0;1862.14;1.0;Maintenance SAP BO 01/09/2020 à 31/08/2021;ACH541;0.0;
354;1;2018-11-20T16:17:29+0100;2023-02-04T17:59:35+0100;2019-01-01;2023-12-31;6;2;BR18110581;0.0;1.0;0.0;1.0;Place Napoléon - BP 829;85021;La Roche-sur-Yon Cedex;France;;;15530.32;7423.46;91.57010235775628;71;581.0;474;293;1;;71;Ville de La Roche-sur-Yon;Secteur public;1;Ex ASI;;02 51 47 47 47;La Roche-sur-Yon Cedex;France;2018-11-19T15:43:18+0100;71;1;;;;10;85021;3261.0;2023-02-04;IE230018;BM1000000003261;1.0;3507.83;3507.83;0.0;1.0;52.0;schedule;91.0;0.0;71;GLE;1415.0;2023-01-23T15:40:07+0100;2023-01-23T15:40:07+0100;2023-01-01;1.0;1641.54;1.0;Maintenance SAP BO 2023 - Unitaire;ACH23011415;0.0;
355;1;2018-11-20T16:23:49+0100;2023-03-13T11:45:00+0100;2019-01-01;2023-12-31;6;2;SE18110582;0.0;1.0;0.0;1.0;3 rue Bellier - BP 64605;44046;Nantes Cedex 1;France;;;117144.6;44988.78;62.34948199604688;71;582.0;477;296;1;;71;SEMITAN;Transport;1;"Ex ASI
CAISSE EPARGNE
facture par courrier REFUSE les factures électronques";semitan.fr;02 51 81 77 00;Nantes Cedex 01;France;2018-11-20T14:57:31+0100;71;1;;;;10;44046;3134.0;2023-01-09;C135290;BM1000000003134;1.0;23824.6;23824.6;0.0;1.0;52.0;schedule;1.0;0.0;71;GLE;1316.0;2022-12-16T12:11:15+0100;2023-03-13T11:45:00+0100;2023-01-01;1.0;14610.7;1.0;Maintenance SAP BO 2023 - Unitaire;ACH23011316;0.0;
356;1;2018-11-20T16:55:33+0100;2023-09-15T10:33:42+0200;2019-01-01;2023-12-31;6;2;SE18110583;0.0;1.0;0.0;1.0;Denis Matériaux - Siège Guignen | Parc d'activités Les Bignons;35580;GUIGNEN;France;;;27817.45;14493.31;108.77482524200438;71;583.0;479;298;1;;71;DENIS MATERIAUX;Industrie;1;Ex ASI;www.denismateriaux.com/;02 99 26 56 36;Guignen;France;2018-11-20T15:19:17+0100;71;1;;;;10;35580;3159.0;2023-01-11;SE18110583 MA05;BM1000000003159;1.0;5657.45;5657.45;0.0;1.0;52.0;schedule;1.0;0.0;71;GLE;1326.0;2022-12-23T11:01:51+0100;2022-12-23T11:01:51+0100;2023-01-01;1.0;2697.98;1.0;Maintenance SAP BO 2023 - Unitaire;ACH23011326;0.0;
359;1;2018-11-20T17:50:03+0100;2023-09-15T10:42:56+0200;2019-01-01;2023-12-31;6;2;SE18110586;0.0;1.0;0.0;1.0;9 RUE DES GENETS;01600;REYRIEUX;France;;;22158.02;7931.130000000001;55.747461321483485;368;586.0;487;303;1;;368;ALBON Groupe Nextpool;Industrie;1;"Ex ASI

caisse Epargne (attention paie encore sur BNP en 02/2023)";;;REYRIEUX;France;2018-11-20T17:49:15+0100;368;1;;;;-1;01600;3152.0;2023-01-10;SE18110586 MA04;BM1000000003152;1.0;3758.02;3758.02;0.0;1.0;52.0;schedule;1.0;0.0;368;ATA;1374.0;2023-01-10T16:50:19+0100;2023-01-10T16:50:19+0100;2022-12-12;1.0;2401.89;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121374;0.0;
360;1;2018-11-21T12:56:24+0100;2023-09-15T10:39:57+0200;2019-01-01;2023-12-31;6;2;SE 18110588;0.0;1.0;0.0;1.0;4 rue Georges Picquart;75017;PARIS;France;;;193215.78;20290.53;11.73369996573664;255;588.0;478;297;1;;255;KLESIA;Assurance;1;"Ex ASI
bpi";www.klesia.fr;01 71 39 15 15;PARIS;France;2018-11-20T15:08:40+0100;255;1;;;;10;75017;3123.0;2023-01-09;KLE-22-1020-00991;BM1000000003123;1.0;39295.78;39295.78;0.0;1.0;52.0;schedule;52.0;0.0;255;Bd';1352.0;2023-01-09T15:59:56+0100;2023-01-09T15:59:56+0100;2022-12-12;1.0;35015.33;1.0;Maintenance SAP BusinessObjects 2023 - Unitaire;ACH22121352;0.0;
363;1;2018-11-21T15:40:22+0100;2018-11-21T15:41:50+0100;2019-04-01;2020-03-31;6;2;BR18110592;0.0;1.0;0.0;1.0;2 RUE JULIEN NEVEU - BP 93106;35531;NOYAL-SUR-VILAINE CEDEX;France;;;9090.0;9090.0;0.0;52;592.0;491;305;1;;52;TRIBALLAT NOYAL;Industrie;1;Ex ASI;;02 90 04 11 11;NOYAL-SUR-VILAINE CEDEX;France;2018-11-21T15:38:18+0100;52;1;;;;10;35531;;;;;;;;;;;;;;52;DLO;;;;;;;;;;;
364;1;2018-11-21T15:58:15+0100;2023-01-11T17:32:01+0100;2019-01-01;2023-12-31;6;2;SE18110593;0.0;1.0;0.0;1.0;40 rue d'Arcueil;94150;RUNGIS;France;;;78682.2;17772.75;29.178969765775264;71;593.0;492;306;1;;71;HOP!;Transport;1;"Ex ASI

CREDIT AGRICOLE";;;Bouguenais;France;2018-11-21T15:46:15+0100;71;1;;;;10;44340;3158.0;2023-01-11;SE18110593 MA05;BM1000000003158;1.0;16002.2;16002.2;0.0;1.0;52.0;schedule;2.0;0.0;71;GLE;1325.0;2022-12-23T10:50:09+0100;2022-12-23T10:50:25+0100;2023-01-01;1.0;12333.45;1.0;Maintenance SAP BO 2023;ACH23011325;0.0;
365;1;2018-11-21T16:15:56+0100;2023-01-07T11:14:39+0100;2019-01-01;2023-12-31;6;2;SE18110594MA03;0.0;1.0;0.0;1.0;10 Quai Commandant Malbert - CS 71821;29218;BREST Cedex 2;France;;;20013.42;10843.899999999998;118.26027970929772;71;594.0;481;300;1;;71;IPC SA;Services;1;Ex ASI;www.ipc-sa.com;02 98 43 45 44;BREST Cedex 2;France;2018-11-20T15:49:09+0100;71;1;;;;10;29218;3085.0;2023-01-07;SE1811059MA04;BM1000000003085;1.0;4355.42;4355.42;0.0;0.0;52.0;schedule;1.0;0.0;71;GLE;1324.0;2022-12-23T10:41:28+0100;2022-12-23T10:41:47+0100;2023-01-01;1.0;1856.72;1.0;Maintenance SAP BO 2023;ACH23011324;0.0;
366;1;2018-11-21T16:38:03+0100;2023-09-15T11:25:16+0200;2019-01-01;2023-12-31;6;2;SE18110595;0.0;1.0;0.0;1.0;Avenue de la Harpe 22-24 - Case postale 519;;CH - 1001 LAUSANNE;Suisse;;;44814.21;2241.3899999999994;5.26483798818119;368;595.0;493;307;1;;368;SECUTIX;Edition de logiciels;1;"Ex ASI

credit agricole";;+41 21 613 21 11;CH - 1001 LAUSANNE;Suisse;2018-11-21T16:28:41+0100;368;1;;;;10;;3241.0;2023-01-27;01139382;BM1000000003241;1.0;9114.21;9114.21;0.0;1.0;52.0;schedule;1.0;0.0;368;ATA;1433.0;2023-01-27T16:53:27+0100;2023-01-27T16:53:27+0100;2022-12-12;1.0;8620.5;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121433;0.0;
367;1;2018-11-21T16:54:03+0100;2023-09-15T10:03:36+0200;2019-01-01;2023-12-31;6;2;BR18110596 MA;0.0;1.0;0.0;1.0;42, rue de Châteaudun;75314;Paris cedex 09;France;;;18854.61;7819.890000000001;70.86622950106575;255;596.0;480;299;1;;255;CNIEL - Maison du Lait;Agroalimentaire;1;"Ex ASI
credit agricole";;01 49 70 71 11;Paris cedex 09;France;2018-11-20T15:42:17+0100;255;1;;;;10;75314;3375.0;2023-03-03;SE18110596 MA05;BM1000000003375;1.0;3834.61;3834.61;0.0;1.0;1458.0;schedule;2.0;0.0;255;Bd';1507.0;2023-03-03T15:33:17+0100;2023-03-03T15:33:17+0100;2022-12-12;1.0;2234.4;1.0;Maintenance SAP BO Année 2023 - Unitaire;ACH22121507;0.0;
368;1;2018-11-21T17:19:52+0100;2023-01-17T17:11:37+0100;2019-01-01;2023-12-31;6;2;SE18110597;0.0;1.0;0.0;1.0;57 Avenue Henri Ravera;92220;BAGNEUX;France;;;15433.41;1806.7800000000009;13.259184405828886;255;597.0;495;308;1;;255;MAIRIE DE BAGNEUX;Secteur public;1;"Ex ASI

credit agricole";;01 42 31 60 00;BAGNEUX;France;2018-11-21T17:14:34+0100;255;1;;;;-1;92220;3195.0;2023-01-17;03230008;BM1000000003195;1.0;3138.81;3138.81;0.0;1.0;52.0;schedule;91.0;0.0;255;Bd';1402.0;2023-01-17T17:11:37+0100;2023-01-17T17:11:37+0100;2022-12-12;1.0;2759.23;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121402;0.0;
370;1;2018-11-21T18:32:59+0100;2023-09-15T09:54:40+0200;2019-01-01;2023-12-31;6;2;SE18110599;0.0;1.0;0.0;1.0;1 allée Marcel Cerdan;29334;QUIMPER;France;;;22896.67;15101.569999999998;193.73157496375924;71;599.0;497;309;1;;71;CERFRANCE 29;Conseil;1;"Ex ASI
caisse d'epargne";;02 98 52 48 48;QUIMPER CEDEX;France;2018-11-21T18:31:54+0100;71;1;;;;10;29334;3169.0;2023-01-12;SE18110599 MA05;BM1000000003169;1.0;4656.67;4656.67;0.0;1.0;52.0;schedule;1.0;0.0;71;GLE;1330.0;2022-12-29T07:19:14+0100;2022-12-29T07:19:14+0100;2023-01-01;1.0;1578.42;1.0;Maintenance SAP BusinessObjects 2023 - Unitaire;ACH23011330;0.0;
371;1;2018-11-22T11:36:08+0100;2022-12-20T10:42:59+0100;2019-01-01;2022-12-31;6;2;SE18110600 MA04;0.0;1.0;0.0;1.0;4 Avenue du chalutier sans pitié;22195;PLERIN CEDEX;France;;;22946.88;11084.990000000002;93.45045351120272;71;600.0;500;310;1;;71;AGC 22;Services;1;"Ex ASI

caisse d'Epargne (attention paie encore sur BNP en 02/2023)";;02 96 79 20 00;PLERIN CEDEX;France;2018-11-22T11:27:30+0100;71;1;;;;10;22195;3050.0;2022-12-20;SE18110600 MA05;BM1000000003050;1.0;4666.88;4666.88;0.0;1.0;52.0;schedule;0.0;0.0;71;GLE;1320.0;2022-12-20T10:42:59+0100;2022-12-20T10:42:59+0100;2022-12-12;1.0;2401.89;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121320;0.0;
377;1;2018-11-26T14:20:17+0100;2023-01-09T14:40:52+0100;2019-01-01;2023-12-31;6;2;SE18110603 MA;0.0;1.0;0.0;1.0;11 Boulevard Nominoë;35740;PACE Cedex;France;;;66279.84;11108.64;20.13485296676527;71;603.0;501;311;1;;71;ISB FRANCE;Bâtiments;1;Ex ASI;https://www.groupe-isb.fr;02 99 85 54 83;BRUZ Cedex;France;2018-11-26T14:14:24+0100;71;1;;;;10;35172;3107.0;2023-01-09;SE18110603 MA05;BM1000000003107;1.0;13479.84;13479.84;0.0;1.0;52.0;schedule;1.0;0.0;71;GLE;1305.0;2022-12-12T09:50:27+0100;2022-12-12T09:50:27+0100;2023-01-01;1.0;11171.52;1.0;Maintenance SAP BusinessObjects 2023 - Unitaire;ACH23011305;0.0;
378;1;2018-11-26T14:38:34+0100;2023-09-15T09:50:26+0200;2019-03-31;2023-04-01;6;2;SE18110604;0.0;1.0;0.0;1.0;4 rue de la Rame CS 70109;49000;Angers Cedex 02;France;;;33139.92;8316.359999999997;33.5018828886751;71;604.0;502;312;1;;71;ANGERS LOIRE HABITAT;Immobilier;1;"Ex ASI

credit agricole";;02 41 23 57 80;Angers Cedex 02;France;2018-11-26T14:33:28+0100;71;1;;;;10;49000;3440.0;2023-04-02;2023/23007728;BM1000000003440;1.0;6739.92;6739.92;0.0;1.0;52.0;schedule;1.0;0.0;71;GLE;1526.0;2023-03-30T10:22:57+0200;2023-03-30T10:22:57+0200;2023-04-01;1.0;4787.83;1.0;Maintenance SAP BO 01/04/23 au 31/03/24;ACH23041526;0.0;
379;1;2018-11-26T15:06:25+0100;2023-09-15T09:48:00+0200;2019-01-01;2023-12-31;6;2;SE18110605;0.0;1.0;0.0;1.0;1 CRS MICHELET;92800;PUTEAUX;France;;;52872.86;20061.340000000004;61.14114798704847;71;605.0;503;313;1;;71;ALLIANZ AFRICA;Assurance;1;Ex ASI;;;PARIS LA DEFENSE CEDEX;France;2018-11-26T15:04:23+0100;71;1;;;;10;92076;3382.0;2023-03-06;SE18110605 MA04;BM1000000003382;0.0;11457.86;11457.86;0.0;1.0;52.0;schedule;1.0;0.0;71;GLE;1513.0;2023-03-06T10:16:20+0100;2023-03-06T10:16:20+0100;2022-12-12;1.0;7157.05;1.0;Maintenance SAP BusinessObjects 2023 - Unitaire;ACH22121513;0.0;
380;1;2018-11-26T15:14:11+0100;2022-12-05T19:08:09+0100;2019-01-01;2023-12-31;6;2;BR18110606;0.0;1.0;0.0;1.0;12 Boulevard Georges Pompidou;44200;NANTES;France;;;22570.29;9036.9;66.77484355361075;71;606.0;504;314;1;;71;CARIFOREF PAYS DE LA LOIRE;Secteur public;1;"Ex ASI
credit agricole";;02 40 20 57 43;NANTES;France;2018-11-26T15:13:41+0100;71;1;;;;10;44200;3023.0;2022-12-05;SE18110606 MA05;BM1000000003023;1.0;4590.29;4590.29;0.0;1.0;52.0;schedule;1.0;0.0;71;GLE;1283.0;2022-12-01T17:54:38+0100;2022-12-01T17:54:38+0100;2023-01-01;1.0;2740.35;1.0;Maintenance SAP BO 2023;ACH23011283;0.0;
381;1;2018-11-26T15:28:42+0100;2023-01-09T14:44:19+0100;2019-01-01;2023-12-31;6;2;SE18110607;0.0;1.0;0.0;1.0;38 RUE DE QUIMPER;29590;PONT DE BUIS LES QUIMERC'H;France;;;37473.14;9383.14;33.40384478462086;71;607.0;505;315;1;;71;SALAUN HOLIDAYS;Transport;1;"Ex ASI

crédit agricole";;02 98 73 05 77;PONT DE BUIS LES QUIMERC'H;France;2018-11-26T15:28:07+0100;71;1;;;;10;29590;3108.0;2023-01-09;SE18110607 MA05;BM1000000003108;1.0;9713.14;9713.14;0.0;0.0;52.0;schedule;1.0;0.0;71;GLE;1307.0;2022-12-12T10:30:26+0100;2022-12-12T10:30:26+0100;2023-01-01;1.0;7524.4;1.0;Maintenance SAP BusinessObjects 2023;ACH23011307;0.0;
382;1;2018-11-26T15:38:54+0100;2023-09-15T11:32:39+0200;2019-04-01;2023-12-31;6;2;SE18110608;0.0;1.0;0.0;1.0;22A, rue Joliot Curie;35220;CHATEAUBOURG;France;;;33783.39;7825.25;30.145649880923678;71;608.0;506;316;1;;71;TENDRIADE COLLET;Agroalimentaire;1;"Ex ASI

CAISSE D'EPARGNE";;;CHATEAUBOURG;France;2018-11-26T15:38:21+0100;71;1;;;;-1;35220;3118.0;2023-01-09;SE18110608;BM1000000003118;1.0;6870.79;6870.79;0.0;0.0;52.0;schedule;1.0;0.0;71;GLE;1312.0;2022-12-14T10:10:54+0100;2022-12-14T10:10:54+0100;2023-01-01;1.0;5256.22;1.0;Maintenance SAP BO 2023;ACH23011312;0.0;
383;1;2018-11-26T15:53:48+0100;2023-01-23T12:53:08+0100;2019-01-01;2023-12-31;6;2;SE18110609;0.0;1.0;0.0;1.0;Rue de la Croix Bernard;39210;Domblans;France;;;139654.64;76097.96000000002;119.73243410448757;60;609.0;507;317;1;;60;V33;Industrie;1;"Ex AS
CAISSE EPARGNE";;03 84 35 00 33;Domblans;France;2018-11-26T15:53:22+0100;60;1;;;;10;39210;3379.0;2023-03-03;SE18110609 MA05;BM1000000003379;1.0;28402.64;28402.64;0.0;0.0;1458.0;schedule;1.0;0.0;60;ACA;1414.0;2023-01-23T12:53:08+0100;2023-01-23T12:53:08+0100;2022-12-12;1.0;12869.48;1.0;Maintenance SAP BusinessObjects 2023;ACH22121414;0.0;
