,id_crmsociete,csoc_societe,csoc_intervention,csoc_type,csoc_metiers,csoc_web,csoc_tel,csoc_ville,csoc_pays,csoc_date,id_profil,id_societe,id_pole,id_action_previous,id_action_next,id_provenance,csoc_cp
189,386,BFORBANK,Banque,1,caisse d'Epargne,https://www.bforbank.com/compte-bancaire/offre-compte-bancaire-bforbank.html?xtor=SEC-403813-GOO-%5B,,Paris La Defense Cedex,France,2019-10-23T17:39:38+0200,255,1,,,,-1,92927
190,402,ESI Group,Edition de logiciels,1,"FACTURATION : compta.AP.esigroup@esi-group.com

Caisse d'épargne",https://www.esi-group.com/fr,,RUNGIS,France,2019-10-23T17:39:38+0200,255,1,,,,-1,94528
191,444,STET SA,,1,,https://www.stet.eu,01 55 23 55 00,Courbevoie,France,2019-10-23T17:39:39+0200,255,1,,,,-1,92932
192,290,CORDON ELECTRONICS,Télécommunications,1,Ex ASI,https://www.cordongroup.com/fr/,02 96 85 55 ..,Taden,France,2018-11-16T17:32:21+0100,71,1,,,,10,22100
193,378,AGEAS Services,,1,CAISSE D'EPARGNE,https://www.ageas.fr,01 73 60 70 80,Courbevoie,France,2019-10-23T17:39:38+0200,255,1,,,,-1,92400
194,351,VYV3 IT,Assurance,1,,https://www.groupe-vyv.fr/accueil-vyv-3/,02 47 72 97 02,ANGERS,France,2019-03-25T17:00:38+0100,71,1,,,,-1,49100
195,387,BPI FRANCE,Banque,1,CAISSE D'EPARGNE,https://www.bpifrance.fr,05 56 48 46 46,Maisons-Alfort,France,2019-10-23T17:39:38+0200,255,1,,,,-1,94700
196,428,MUTEX,Assurance,1,crédit agricole,https://www.mutex.fr,01 46 00 30 30,CHATILLON Cedex,France,2019-10-23T17:39:39+0200,255,1,,,,-1,92327
197,893,Idea Informatique,,0,"Pedab founi historiquement les 80 licences BO (OEM)
Crédit Agricole",https://www.idea-informatique.fr/contact#contactForm,,Béziers,France,2023-02-09T14:45:01+0100,368,1,,,,-1,34500
198,1028,NUMERICA,,1,,contact@numericabfc.com,03 81 31 26 80,MONTBELIARD,France,2023-06-29T09:53:57+0200,17,1,3,,,4,25200
199,1027,IDLogistics,,0,,,,,France,2023-06-27T17:06:36+0200,368,1,20,,,-1,
200,218,JOA GROUPE Holding,,1,,,,LYON CEDEX 06,France,2017-12-04T09:09:41+0100,17,1,,,,-1,69463
201,1004,Proxiad,,1,CREDIT AGRICOLE,,,Saint-Herblain,France,2023-05-26T16:41:08+0200,71,1,3,,,-1,44800
202,656,Direction générale de l'offre de soins (DGOS),Secteur public,1,CAISSE EPARGNE,,,Paris,France,2020-12-28T13:26:24+0100,64,1,,,,12,75007
203,874,CEVA SANTE ANIMALE,Pharmacie,1,crédit agricole,,05 57 55 40 40,LIBOURNE,France,2022-10-28T11:40:20+0200,1291,1,,,,13,33500
204,1000,SMATIS,,1,,,,,France,2023-05-15T14:41:56+0200,1291,1,,,,-1,
205,1026,Pacifique Pêche,,0,,,,Montpellier,France,2023-06-22T16:08:15+0200,368,1,20,,,-1,
206,908,CH LIBOURNE,,0,,,,,France,2023-03-17T17:02:39+0100,1291,1,,,,-1,
207,999,Bolloré SE,,1,CREDIT AGRICOLE,,02 98 66 72 00,Quimper Cedex 9,France,2023-05-12T10:01:50+0200,71,1,,,,-1,29556
208,1001,RATP,,1,CREDIT AGRICOLE,,,PARIS CEDEX 12,France,2023-05-15T16:29:26+0200,1291,1,,,,-1,75599
209,1023,INRA Blois,,0,,,,,France,2023-06-21T15:40:21+0200,368,1,20,,,-1,
210,811,"Direction générale des affaires maritimes, de la pêche et de l’aquaculture (DPMA)",Secteur public,1,,,,,France,2022-04-07T08:59:17+0200,64,1,,,,12,
211,1022,Duck creek,,0,,,,,France,2023-06-20T14:56:57+0200,255,1,20,,,-1,
212,499,RAMERY SAS,Bâtiments,1,CAISSE D'EPARGNE,,03 20 77 86 00,ERQUINGHEM-LYS,France,2020-04-27T10:45:56+0200,255,1,,,,11,59193
213,900,CGI Finances (C.G.L),,2,"Client Synergy, demande de formation univers
CREDIT AGRICOLE",,,MARCQ-EN-BAROEUL,France,2023-03-07T15:36:55+0100,368,1,,,,-1,59703
214,266,Conseil Régional Bourgogne Franche Comté,Secteur public,0,CAISSE D'EPARGNE,www.bourgognefranchecomte.fr,,BESANCON,France,2018-09-06T14:15:18+0200,52,1,,,,-1,25031
215,1021,DATA MAJOR,,7,,,,,France,2023-06-13T11:58:52+0200,12,1,3,,,-1,
216,20,DÉPARTEMENT DES HAUTES ALPES (CG 05),Secteur public,1,CAISSE EPARGNE,www.cg05.fr,0492403815,GAP Cedex,France,2016-01-10T10:16:35+0100,368,1,,,,-1,05008
217,902,MACIF Investissement,,1,CREDIT AGRICOLE,,,Bessines,France,2023-03-13T09:47:29+0100,71,1,,,,-1,79000
218,484,ALLIANCE OPTIQUE (Groupe ALL),,1,CREDIT AGRICOLE,,03 28 36 28 36,MONS EN BAROEUL,France,2020-02-28T11:11:20+0100,255,1,,,,11,59370
219,645,DGEFP (Ministère du travail),Secteur public,1,Caisse Epargne,,,,France,2020-12-14T09:10:44+0100,17,1,,,,12,
220,151,INSERM Délégation ARA,,1,CREDIT AGRICOLE,,,,France,2017-02-23T15:10:20+0100,12,1,,,,-1,
221,1020,BTP CFA,,0,,,,,France,2023-06-08T14:00:23+0200,12,1,3,,,-1,
222,1019,AFD,,0,,www.afd.fr,,PARIS 12,France,2023-06-07T12:00:24+0200,17,1,3,,,-1,75598
223,1018,RECTORAT DE BORDEAUX,,0,,,,,France,2023-06-07T11:49:23+0200,1291,1,20,,,-1,
224,1002,CECOGEB,,1,,,,BORDEAUX,France,2023-05-17T13:43:21+0200,1291,1,,,,-1,33800
225,116,GEODIS INTERSERVICES,Logistique,0,,https://geodis.com/fr/agency/geodis-headquarters,01 56 76 26 00,Levallois-Perret,France,2016-04-13T10:22:01+0200,17,1,,,,2,92110
226,1017,Canon Bretagne,Autres,0,,https://www.canon-bretagne.fr,02 99 23 51 11,Liffré,France,2023-06-02T12:06:49+0200,17,1,20,,,2,35341
227,1016,Veolia,Autres,0,,https://www.service.eau.veolia.fr/home.html,/,Paris,France,2023-06-02T12:02:31+0200,17,1,20,,,2,75008
228,1015,Euronews,Autres,0,,https://fr.euronews.com,04 28 67 00 00,Lyon,France,2023-06-02T11:59:33+0200,17,1,20,,,2,69002
229,1014,Naval Group,Autres,0,,https://www.naval-group.com/fr,01 40 59 50 00,Paris,France,2023-06-02T11:56:02+0200,17,1,20,,,2,75015
230,1013,Suez,Autres,0,,https://www.toutsurmoneau.fr,09 77 40 84 08,Paris La Défense Cedex,France,2023-06-02T11:49:45+0200,17,1,20,,,2,92040
231,1012,Dassault System,Autres,0,,https://www.3ds.com/fr/,01 61 62 61 62,Velizy Villacoublay,France,2023-06-02T11:45:33+0200,17,1,20,,,2,78140
232,1011,Winamax,Autres,0,,https://www.winamax.fr,01 45 50 19 89,Paris,France,2023-06-02T11:43:08+0200,17,1,20,,,2,75007
233,1010,Oceasoft,Surveillance,0,,https://dicksondata.com/fr-fr,04 99 13 67 30,Montpellier,France,2023-06-02T11:39:31+0200,17,1,20,,,2,34000
234,1009,Cortus,Autres,0,,https://cortus.com,04 30 96 70 00,Maugio,France,2023-06-02T11:37:07+0200,17,1,20,,,2,34130
235,1008,Arkema,Autres,0,,https://www.arkema.com/france/fr/,01 49 00 80 80,Colombes Cedex,France,2023-06-02T11:33:15+0200,17,1,20,,,2,92705
236,1007,CEA Tech,Autres,0,,https://www.cea-tech.fr/cea-tech,04 38 78 07 51,Pessac,France,2023-06-02T11:30:38+0200,17,1,20,,,2,33600
237,923,INSERM Délégation Est,,0,Crédit Agricole,,,,France,2023-04-12T10:09:40+0200,12,1,,,,-1,
238,1006,Département 73,,0,,,,,France,2023-06-01T07:59:12+0200,17,1,3,,,-1,
239,554,SEENOVATE,,1,,,0472074700,LYON,France,2020-07-27T18:06:29+0200,17,1,,,,-1,69002
240,743,Fédération Francaise de Natation FFN,,1,Banque CEpargne,,,CLICHY,France,2021-12-15T06:29:20+0100,17,1,,,,-1,92583
241,548,OAK CONSULTING WORLDWIDE,Services,1,"crédit Agricole
Attention en grandes difficultés financières !
Plus de prestation facturée",,,Nantes,France,2020-07-16T09:34:05+0200,71,1,,,,-1,44300
242,821,Ville de Meaux,,2,credit agricole,,,,France,2022-04-12T16:16:51+0200,255,1,,,,-1,
243,654,Direction générale des finances publiques (DGFIP),Secteur public,1,,,01 40 04 04 04,Paris Cedex 12,France,2020-12-28T12:00:03+0100,64,1,,,,12,75572
244,450,Université Paris Descartes,Secteur public,1,CREDIT AGRICOLE,,,PARIS,France,2019-10-23T17:39:39+0200,255,1,,,,-1,75270
245,410,Générale de Téléphone (GDT),Télécommunications,1,credit agricole,,,La Plaine Saint-Denis Cedex,France,2019-10-23T17:39:38+0200,255,1,,,,-1,93214
246,701,KLEE CONSEIL & INTEGRATION,Edition de logiciels,2,crédit Agricole,,+33 (0)1 46 29 25 25,Le Plessis Robinson,France,2021-05-10T18:10:07+0200,60,1,,,,6,92350
247,946,Christian Dior,Autres,0,,https://www.dior.com/fr_fr?loopcd=SEg%7Cc%7Cg%7Cchristian%20dior%7C544968307175%7Ce&gclid=CjwKCAjwo7,01 49 53 87 87,Paris,France,2023-04-30T14:50:49+0200,17,1,,,,2,75008
248,929,C-DISCOUNT,Autres,0,,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjOrvy8z9H-AhXJjdUKHZxqC7gYABAAGgJ3cw&ae=,,Bordeaux,France,2023-04-24T14:19:30+0200,17,1,,,,2,33000
249,944,Castel Freres,Autres,0,,https://www.castel-freres.com/fr/,01 45 12 42 00,Blanquefort,France,2023-04-30T14:34:58+0200,17,1,,,,2,33290
250,943,Casino,Grande distribution,0,,https://www.supercasino.fr,08 91 65 31 73,Saint-Étienne,France,2023-04-30T14:24:49+0200,17,1,,,,2,42000
251,942,Bouygues,Télécommunications,0,,https://www.bouyguestelecom.fr/?utm_medium=sea_c&utm_source=google&utm_campaign=bouygues-m-marquepur,01 41 09 80 53,Paris,France,2023-04-30T14:21:49+0200,17,1,,,,2,75016
252,938,Bolloré,Transport,0,,https://www.bollore-logistics.com/fr/pays/france/,08 91 65 31 88,Puteaux,France,2023-04-27T08:45:34+0200,17,1,,,,-1,92800
253,934,APRR,Transport,0,,https://voyage.aprr.fr,03 80 77 67 00,Saint-Apollinaire,France,2023-04-24T15:33:52+0200,17,1,,,,2,21850
254,930,Adecco,Formation,0,,https://www.adecco.fr,04 72 82 58 58,Villeurbanne,France,2023-04-24T15:08:58+0200,17,1,,,,2,69100
255,933,Aoste Group,Agroalimentaire,0,,https://www.groupeaoste.com,04 72 14 85 00,Saint-Priest,France,2023-04-24T15:29:54+0200,17,1,,,,2,69800
256,932,Alvea,Oil & Gaz,0,,https://www.proxi-totalenergies.fr/particuliers/le-groupe-total/nos-filiales-de-distribution-regiona,05 56 00 58 58,Bordeaux,France,2023-04-24T15:25:49+0200,17,1,,,,2,33000
257,931,Algeco,Autres,0,,https://www.algeco.fr/solutions/espace-modulaire?utm_term=algeco&utm_campaign=%5BSEARCH%5D+-+Brand&u,05 56 72 70 10,Charnay Les Macon,France,2023-04-24T15:17:38+0200,17,1,,,,2,71850
258,998,Onet Services,Surveillance,0,,https://www.onet.fr/proprete-services/,04 91 12 02 12,Marseille,France,2023-05-08T10:56:53+0200,17,1,,,,2,13009
259,997,Syngenta Group,Autres,0,,https://www.syngenta.fr,/,Guyancourt,France,2023-05-08T10:52:58+0200,17,1,,,,2,78286
260,996,Dyneff,Autres,0,,https://www.dyneff.fr,04 67 12 35 70,Montpellier,France,2023-05-08T10:48:23+0200,17,1,,,,2,34000
261,995,Chausson Matériaux,Autres,0,,https://www.chausson.fr,05 61 37 37 37,Saint-Alban,France,2023-05-08T10:45:45+0200,17,1,,,,2,31140
262,842,Pernod Ricard,Autres,0,Utilise Sap Concur pour les notes de frais,https://www.pernod-ricard.com/en,01 41 00 41 00,Paris,France,2022-06-07T14:20:04+0200,368,1,,,,2,75008
263,994,CMA CGM,Autres,0,,https://www.cma-cgm.fr,04 88 91 90 00,Marseille,France,2023-05-08T10:39:12+0200,17,1,,,,2,13002
264,993,Altrad,Industrie,0,,https://www.altradplettacmefran.fr/fr/?gclid=Cj0KCQjwmN2iBhCrARIsAG_G2i7oLJqMrwqG4ftckAM0PTROeaSna4Q,04 67 33 99 33,Florensac,France,2023-05-07T13:25:44+0200,17,1,,,,2,34510
265,992,Chronopost,Autres,0,,https://www.chronopost.fr/fr#/step-home,/,Paris,France,2023-05-07T13:21:38+0200,17,1,,,,2,75014
266,991,Vente privée,Autres,0,,https://www.veepee.fr/gr/home/default,01 73 44 11 11,Saint-Denis,France,2023-05-07T13:15:41+0200,17,1,,,,2,93200
267,990,Arcelormittal,Métallurgie/sidérurgie,0,,https://france.arcelormittal.com,/,/,Luxembourg,2023-05-07T13:11:02+0200,17,1,,,,2,l-1160
268,989,Air France,Aéronautique,0,,https://wwws.airfrance.fr/?gclid=Cj0KCQjwmN2iBhCrARIsAG_G2i6bBd8MXuex_tsR6mjByqp8HoibRcjYAh9_EhMX8IB,01 41 56 78 00,Roissy CDG Cedex,France,2023-05-07T13:06:43+0200,17,1,,,,2,95747
269,988,Renault SAS,Automobile,0,,https://www.renaultgroup.com,01 76 84 04 04,Boulogne-Billancourt,France,2023-05-07T13:01:16+0200,17,1,,,,2,92100
270,987,PSA,Automobile,0,,https://societeamission.com/entreprises/psa-group/,01 40 66 55 11,Paris,France,2023-05-07T12:57:23+0200,17,1,,,,2,75116
271,986,Vinci,Autres,0,,https://www.vinci.com,01 47 16 35 00,Rueil-Malmaison Cedex,France,2023-05-06T15:40:11+0200,17,1,,,,2,92851
272,985,Valeo,Automobile,0,,https://www.valeo.com/fr/,01 40 55 20 20,Paris,France,2023-05-06T15:36:15+0200,17,1,,,,2,75017
273,984,Ubisoft,Autres,0,,https://www.ubisoft.com/fr-fr/,01 48 18 50 00,Montreuil,France,2023-05-06T15:33:55+0200,17,1,,,,2,93100
274,983,Touton,Autres,0,,https://touton.com,05 56 69 68 00,Bordeaux,France,2023-05-06T15:31:14+0200,17,1,,,,2,33000
275,982,Thevebin Ducrot,Automobile,0,,https://www.thevenin-ducrot.fr,03 80 48 44 00,Chevigny-Saint-Sauveur,France,2023-05-06T15:27:29+0200,17,1,,,,2,21800
276,981,Thales Avs,Aéronautique,0,,https://www.thalesgroup.com/fr/aeronautique,01 69 75 50 00,Mérignac,France,2023-05-06T15:22:46+0200,17,1,,,,2,33700
277,980,TF1,Média,0,,https://www.tf1.fr,01 41 41 12 34,Boulogne-Billancourt,France,2023-05-06T15:16:29+0200,17,1,,,,2,92100
278,979,Stedis,Autres,0,,https://www.stedis.com,04 76 51 57 93,Saint Martin d'Heres,France,2023-05-06T15:13:39+0200,17,1,,,,2,38403
279,978,Spie,Energie,0,,https://www.spie.com/fr,01 34 22 58 00,Cergy,France,2023-05-06T15:09:28+0200,17,1,,,,2,95800
280,977,Sodexo,Autres,0,,https://www.sodexo.fr,01 57 75 80 00,Issy-les-Moulineaux,France,2023-05-06T15:04:21+0200,17,1,,,,2,92130
281,976,Sodiaal,Autres,0,,https://sodiaal.coop,01 58 40 50 60,Paris,France,2023-05-06T15:00:46+0200,17,1,,,,2,75014
282,975,SNF,Autres,0,,https://www.snf.com/fr/,04 77 36 86 00,Andrézieux-Bouthéon Cedex,France,2023-05-06T14:56:44+0200,17,1,,,,2,42163
283,974,Sanofi,Autres,0,,https://www.sanofi.fr/fr/,01 53 77 40 00,Gentilly Cedex,France,2023-05-06T14:52:21+0200,17,1,,,,2,94250
284,973,Saint-Gobin,Bâtiments,0,,https://www.saint-gobain.com/fr,01 88 54 00 00,La Défense Cedex,France,2023-05-06T14:46:14+0200,17,1,,,,2,92096
285,972,Safran Helicopter Engines,Autres,0,,https://www.safran-group.com/fr/societes/safran-helicopter-engines?gad=1&gclid=Cj0KCQjw9deiBhC1ARIsA,01 40 60 80 00,Bordes,France,2023-05-06T14:43:17+0200,17,1,,,,2,64510
286,971,Rexel,Autres,0,,https://www.rexel.fr/frx/?gclid=Cj0KCQjw9deiBhC1ARIsAHLjR2C78AlGrGKKru-F-ZZLCTz_VJHrrR2atGI-Yf5X1crH,01 42 85 85 50,Paris,France,2023-05-06T14:38:39+0200,17,1,,,,2,75838
287,970,Renault Trucks,Automobile,0,,https://www.renault-trucks.com/fr,04 69 09 60 00,Saint-Priest,France,2023-05-06T14:34:49+0200,17,1,,,,2,69800
288,969,Publicis,Autres,0,,https://www.publicisgroupe.com/fr/splash,01 44 43 70 00,Paris,France,2023-05-06T14:30:31+0200,17,1,,,,2,75008
289,280,POMONA,Agroalimentaire,2,,https://www.groupe-pomona.fr,04 92 17 07 00,Anthony Cedex,France,2018-11-08T15:21:54+0100,17,1,,,,1,92160
290,968,PMU,Autres,0,,https://www.pmu.fr,/,Paris,France,2023-05-06T14:21:51+0200,17,1,,,,2,75015
291,967,Orpéa,Autres,0,,https://www.orpea.com,01 40 69 48 00,Puteaux,France,2023-05-05T22:43:05+0200,17,1,,,,2,92800
292,966,Orange,Télécommunications,0,,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwi2w8iRhN_-AhXokmgJHbdlAkEYABAAGgJ3Zg&oho,01 44 44 22 22,Issy-les-Moulineaux,France,2023-05-05T22:38:22+0200,17,1,,,,2,92130
293,965,Monoprix,Autres,0,,https://www.monoprix.fr,01 78 99 90 00,Clichy Cedex,France,2023-05-05T22:33:07+0200,17,1,,,,2,92116
294,964,Michelin,Automobile,0,,https://www.michelin.fr,04 73 32 20 00,Clermont-Ferrand,France,2023-05-05T16:43:17+0200,17,1,,,,2,63000
295,963,Maison Johanes Boubee,Autres,0,,https://www.maisonjohanesboubee.fr,05 57 62 43 00,Bordeaux,France,2023-05-05T16:39:02+0200,17,1,,,,2,33070
296,962,MAAF,Assurance,0,,https://www.maaf.fr/fr/assurance,/,Chauray,France,2023-05-05T16:35:29+0200,17,1,,,,2,79180
297,961,M6,Autres,0,,https://www.6play.fr,01 41 92 60 00,Neuilly-sur-Seine Cedex,France,2023-05-05T15:54:09+0200,17,1,,,,2,92575
298,960,Longchamp,Autres,0,,https://www.longchamp.com/fr/fr,01 47 03 15 20,Paris,France,2023-05-05T15:48:47+0200,17,1,,,,2,75001
299,959,Groupe Qualiconsult,,0,,,,,France,2023-05-04T15:33:28+0200,368,1,,,,-1,
300,31,LAFARGE SA,Bâtiments,1,,https://www.lafarge.fr,/,PARIS Cedex 16,France,2016-01-10T10:16:36+0100,12,1,,,,-1,75782
301,958,Lactalis,Autres,0,,https://www.lactalis.fr,02 43 67 88 88,Laval,France,2023-05-01T10:27:06+0200,17,1,,,,2,53000
302,957,La Poste,Autres,0,,https://www.laposte.fr/?at_medium=sl&at_campaign=%5BM_Marque_PART%5D&at_platform=google&at_creation=,/,Paris,France,2023-05-01T10:21:37+0200,17,1,,,,2,75015
303,956,Klepierre,Autres,0,,https://www.klepierre.com,01 40 67 51 00,Paris,France,2023-05-01T10:17:03+0200,17,1,,,,2,75009
304,955,Invivo,Autres,0,,https://www.invivo-group.com/fr,01 49 97 30 00,Paris,France,2023-05-01T10:07:00+0200,17,1,,,,2,75016
305,954,Groupe Seb,Autres,0,,https://www.groupeseb.com/fr,04 72 18 18 18,Ecully Cedex,France,2023-05-01T10:02:42+0200,17,1,,,,2,69134
306,953,Granini,Autres,0,,https://www.eckes-granini.fr,01 53 46 35 35,Mâcon,France,2023-05-01T09:58:48+0200,17,1,,,,2,71000
307,937,Biomérieux,Autres,0,,https://www.biomerieux.fr,08 91 65 29 83,Marcy l'etoile,France,2023-04-27T08:38:07+0200,1508,1,,,,2,69280
308,939,Boulanger,Autres,0,,https://www.boulanger.com,03 20 87 50 06,Lesquin,France,2023-04-27T08:51:20+0200,1508,1,,,,-1,59810
309,952,Gifi,Autres,0,,https://www.gifi.fr,05 49 78 45 20,Villeneuve-sur-Lot,France,2023-05-01T09:53:51+0200,17,1,,,,2,47300
310,951,FDJ,Autres,0,,https://www.fdj.fr,09 69 36 60 60,Boulogne-Billancourt,France,2023-05-01T09:48:26+0200,17,1,,,,2,92100
311,631,FAURECIA,Automobile,0,,https://www.faurecia.com,01 72 36 70 00,Nanterre,France,2020-10-01T10:57:35+0200,64,1,,,,0,92000
312,950,Evian,Autres,0,,https://www.evian.com/fr/,04 50 84 28 00,Evian Les Bains,France,2023-05-01T09:40:06+0200,17,1,,,,2,74500
313,949,EDF,Energie,0,,https://www.edf.fr,09 69 32 15 15,Paris,France,2023-05-01T09:33:45+0200,17,1,,,,2,75008
314,948,Disneyland Paris,Autres,0,,https://www.disneylandparis.com/fr-fr/evenements/30e-anniversaire/?ecid=SEM_IP_S_9698811409-c-100694,01 60 30 30 00,Chessy,France,2023-04-30T15:08:09+0200,17,1,,,,2,77000
315,169,DESCOURS ET CABAUD,Industrie,0,,https://www.descours-cabaud.com,04 72 40 85 85,LYON,France,2017-05-15T08:24:53+0200,17,1,,,,2,69002
316,945,SCASO,Logistique,0,,https://www.scaouest.fr,05 57 97 97 97,Cestas,France,2023-04-30T14:43:21+0200,17,1,,,,2,33610
317,27,INDUSTEEL FRANCE,Métallurgie/sidérurgie,1,BPI,,,CHATEAUNEUF,France,2016-01-10T10:16:36+0100,12,1,,,,-1,42800
318,922,INSERM Délégation IDF,,0,crédit agricole,,,,France,2023-04-12T10:09:19+0200,12,1,,,,-1,
319,941,Swissmetal Industries SA,,0,,,,Reconvilier,Suisse,2023-04-27T14:55:35+0200,368,1,,,,-1,2732
320,940,FF Hockey,sport,1,,,,,France,2023-04-27T14:33:17+0200,255,1,,,,-1,
321,43,TORAY FILMS EUROPE S.A.S.,Chimie,1,CAISSE EPARGNE,,,ST MAURICE DE BEYNOST,France,2016-01-10T10:16:36+0100,255,1,,,,-1,01700
322,928,TALEND,,7,,,,,France,2023-04-24T11:22:16+0200,64,1,,,,-1,
323,852,OFFICE NATIONAL DES FORETS (ONF),Secteur public,1,,,,MAISONS-ALFORT Cedex,France,2022-08-30T17:52:12+0200,64,1,,,,12,94704
324,653,CONSEIL D'ETAT,Secteur public,1,,,,,France,2020-12-22T14:45:58+0100,64,1,,,,12,
325,671,Service d'information du gouvernement  - SIG (Premier Ministre),Secteur public,1,,,,Paris,France,2020-12-29T11:02:26+0100,64,1,,,,12,75007
326,927,IFTH - Institut Français du Textile et de l'Habillement,,0,,,,,France,2023-04-14T16:39:47+0200,12,1,,,,-1,
327,926,Bruleur de Loups,sport,0,,,,,France,2023-04-13T09:38:33+0200,255,1,,,,2,
328,289,SA BRETAGNE ANGLETERRE IRLANDE (BRITTANY FERRIES - BAI SA),Transport,1,"Ex ASI
Crédit Agricole

(B.A.I. Bretagne Angleterre Irlande)",,02 98 29 28 00,ROSCOFF Cedex,France,2018-11-16T16:31:23+0100,71,1,,,,10,29688
329,890,CENPAC,,1,crédit agricole,,,ROISSY CHARLES DE GAULLE CEDEX,France,2023-02-01T12:47:50+0100,1291,1,,,,-1,95912
330,335,INDIGO GALLERY / Le temps des cerises (ex DOGGLABEL),Industrie,1,"Ex Micropole
Ancien client Micropole, maintenance PCOE, bon contact avec Marie Helene et Julien. Actions de prestation ponctuelle d'abord (Sebastien Mas, coaching mauvaise prise en main utilisateurs ou environnement) puis mise en place d'une TMA qui n'a pas été utilisée, donc pas renouvelée. faire un point. Version 4.2 actuelle. Demande de formation BO Webi en cours. Refaire un point après la formation. ancien package BO avec option BODS ce qui n'était pas intégré d'office au départ. 

Banque  CREDIT AGRICOLE",,,Marseille,France,2018-12-10T14:11:34+0100,368,1,,,,-1,13010
331,925,EGEE,,0,,,,MEYLAN,France,2023-04-12T13:41:23+0200,17,1,,,,-1,38243
332,924,INSERM,,0,,,,,France,2023-04-12T10:27:47+0200,12,1,,,,-1,
333,913,Banque de France,,2,"Via SAP (West House)

credit agricole",,,,France,2023-03-27T11:05:19+0200,78,1,,,,-1,
334,906,IDEA,,4,,,,,France,2023-03-15T07:02:50+0100,17,1,,,,-1,
335,919,AQUITEM,,0,,,,,France,2023-04-06T11:25:02+0200,1291,1,,,,-1,
336,905,AAREON,,1,Caisse d'Epargne,,0145379230,MEUDON LA FORÈT CEDEX,France,2023-03-15T06:48:57+0100,17,1,,,,-1,92366
337,918,OPCO Uniformation cohésion sociale branche mutualité,,0,,,,,France,2023-04-05T16:09:06+0200,368,1,,,,-1,
338,899,CDC HABITAT ADOMA,,0,crédit Agricole,www.adoma.cdc-habitat.fr,01 40 6142 00,PARIS,France,2023-03-07T06:19:10+0100,17,1,,,,-1,75013
339,910,VILLE DE SAINT-MARTIN D'HERES,,1,C.EPARGNE,,04 76 60 73 73,ST MARTIN D'HERES CEDEX,France,2023-03-21T09:19:45+0100,17,1,,,,1,38401
340,628,Agence de Biomédecine (ABM),Secteur public,1,,,,,France,2020-09-28T07:45:17+0200,64,1,,,,12,
341,670,INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE LYON (INSA),Secteur public,1,,,04 72 43 83 83,Villeurbanne cedex,France,2020-12-29T10:52:23+0100,64,1,,,,12,69621
342,916,SDIS 78,,0,,,,,France,2023-04-03T15:31:30+0200,1291,1,,,,-1,
343,914,"Direction générale des infrastructures, des transports et des mobilités (DGITM)",,2,,,,,France,2023-03-30T07:38:51+0200,12,1,,,,3,
344,619,TEXDECOR,,1,credit agricole,,,WILLEMS,France,2020-09-07T17:36:25+0200,255,1,,,,11,59780
345,502,CIVC,Agroalimentaire,1,"CREDIT AGRICOLE
R&D en œnologie, beaucoup d'info économiques BO depuis 2007, régul de plusieurs milliers d'euros. Power BI, Formation?",,03 26 51 19 30,Epernay,France,2020-05-12T16:26:23+0200,368,1,,,,11,51204
346,477,SAS V2D CREATION (STEFFY),Autres,1,"Transfert SYNERGY

CAISSE D'EPARGNE",,,WATTRELOS,France,2020-02-13T10:46:41+0100,368,1,,,,11,59150
347,480,CHAMPAGNE LANSON PERE ET FILS,Agroalimentaire,1,"Relations très moyennes avec Synergy : besoin de formations, proposition de migration bien trop lourdes.

FYI : version BO BI 4.2 SP7",www.lanson.com/,03 26 78 50 50,Reims,France,2020-02-20T15:22:24+0100,368,1,,,,11,51100
348,189,INRAE Centre Clermont Auvergne Rhône-Alpes,,1,CREDIT AGRICOLE,,,Saint-Gènes-Champanelle,France,2017-07-21T16:22:04+0200,12,1,,,,-1,63122
349,862,MELICONI FRANCE,,1,"DG élu à la chambre de commerce de Mtp
CREDIT AGRICOLE",,,Saint Jean de Védas,France,2022-09-26T09:58:10+0200,368,1,,,,-1,34430
350,909,CIRAD,,0,AO Qlik à étudier,,,,France,2023-03-20T09:18:25+0100,368,1,,,,-1,
351,907,CONSEIL DEPARTEMENTAL DE LA CHARENTE 16,,1,,,,,France,2023-03-15T09:28:10+0100,1291,1,,,,13,
352,104,ASI INFORMATIQUE ATLANTIQUE CENTRE OUEST,,7,CREDIT AGRICOLE,,,SAINT-HERBLAIN,France,2016-01-26T12:12:52+0100,17,1,,,,3,44800
353,904,ARCHE MC2,,0,,,,,France,2023-03-14T15:50:16+0100,17,1,,,,-1,
354,903,Région Rhône-Alpes,,0,,,,,France,2023-03-14T05:49:30+0100,17,1,,,,-1,
355,883,AQUITANIS,,1,CREDIT AGRICOLE,,,BORDEAUX CEDEX,France,2022-12-28T15:47:26+0100,1291,1,,,,13,33028
356,51,POWER DATA,Autres,1,CAISSE EPARGNE,,,TOLOCHENAZ,Suisse,2016-01-10T10:16:37+0100,12,1,,,,-1,1131
357,423,KEOLIS RENNES,Transport,1,"Site CEGEDIM
Caisse d'Epargne",,,Rennes Cedex,France,2019-10-23T17:39:39+0200,71,1,,,,-1,35040
